40,3,63,34,93,24,8,60,64,97,35,82,33,64,5,6,9,0,40,8,80,83,86,58,93,64,66,33,15,7,69,8,64,93,53,20,72,51,59,51,70,31,55,44,39,29,80,51,91,61,9,91,6,78,39,74,5,100,100,29,62,29,44,84,79,6,52,84,24,3,94,75,14,54,89,76,56,4,83,7,43,41,13,95,62,3,20,40,28,83,2,19,19,22,39,97,14,5,22,29
19,94,59,80,27,42,97,24,30,67,51,11,23,18,41,5,34,53,16,96,86,93,7,32,88,65,69,53,12,85,45,58,66,50,54,63,89,11,92,52,66,55,42,86,76,81,52,42,65,66,91,31,53,50,97,100,38,21,66,90,29,51,4,26,93,98,0,91,13,90,34,6,13,85,59,31,51,58,65,2,40,46,84,23,16,70,44,36,7,86,47,58,31,78,66,92,22,25,71,83
16,73,83,62,18,15,83,90,17,51,81,97,3,40,56,87,93,41,100,96,16,86,13,20,63,67,47,80,84,19,7,91,23,3,34,57,94,15,47,43,64,59,6,22,2,21,88,15,66,39,88,34,36,89,16,32,70,48,46,42,9,88,98,39,52,63,84,44,14,43,43,99,98,41,12,87,66,19,18,77,10,18,86,48,37,36,11,100,0,77,72,94,42,52,13,84,84,78,80,88
47,31,66,94,19,98,31,8,98,72,52,14,67,47,56,60,60,51,46,21,92,90,57,85,28,31,1,49,65,61,31,83,96,12,98,28,71,32,16,66,36,26,60,23,9,89,51,39,65,39,44,16,69,75,45,82,80,17,2,75,2,48,38,56,80,53,26,20,29,94,11,24,17,36,17,91,21,54,39,1,42,56,82,96,96,2,17,10,0,58,30,33,54,4,12,49,35,61,3,16
99,25,48,10,48,32,43,100,36,66,8,82,23,14,100,46,41,77,39,79,36,82,37,74,82,5,55,55,80,70,7,93,53,45,50,64,79,0,1,19,24,33,21,55,98,77,30,69,55,78,74,1,95,74,8,56,94,6,52,3,58,63,9,78,41,51,71,7,54,49,39,8,1,5,76,89,90,64,42,64,71,25,14,28,97,28,82,19,57,62,37,30,99,67,71,37,76,95,98,19
26,33,19,78,88,60,96,17,80,48,90,93,75,24,88,10,78,74,19,35,98,0,92,93,44,29,24,7,90,49,99,100,90,99,0,99,92,79,85,10,83,59,78,62,8,51,33,6,40,23,83,99,95,8,27,13,90,60,12,94,38,11,94,37,96,5,96,37,8,24,75,99,68,39,44,87,6,4,70,24,17,20,50,3,43,48,27,96,99,25,40,84,3,67,3,97,1,17,82,1
78,67,50,59,45,19,76,94,89,1,92,34,12,10,40,21,5,2,74,63,63,70,92,60,75,43,64,78,97,1,34,10,50,11,52,59,80,6,53,91,63,75,17,22,57,14,88,66,24,68,39,43,70,59,52,93,1,81,8,32,58,17,28,88,50,80,68,25,16,19,54,98,58,81,81,79,17,21,74,55,100,3,88,46,46,49,39,98,23,11,50,15,24,28,45,94,22,93,62,5
67,46,58,7,49,43,64,59,38,55,21,41,24,57,83,12,42,82,30,77,38,85,41,93,58,65,38,25,99,34,30,88,64,12,11,56,18,97,73,50,11,53,8,85,83,49,96,91,27,100,99,58,77,14,89,83,31,42,1,95,78,20,26,80,82,2,52,39,20,19,96,72,16,59,16,41,14,37,65,59,33,55,22,45,51,28,49,26,97,98,43,57,36,87,74,47,1,59,0,79
37,84,97,89,78,30,56,95,59,39,47,27,58,82,53,40,49,10,19,21,18,77,81,30,49,75,61,72,91,69,77,44,4,29,26,14,38,10,99,60,15,60,86,68,100,76,75,4,57,82,33,50,85,18,18,32,35,35,46,81,74,65,47,74,0,65,73,39,35,34,89,11,45,92,81,16,82,89,46,64,73,65,54,73,88,14,71,68,88,4,78,55,84,78,70,95,73,81,92,11
74,58,87,35,14,37,100,31,29,55,59,50,8,96,45,82,3,95,45,39,91,97,1,67,62,60,99,76,52,97,8,96,63,16,68,10,55,83,21,72,88,66,30,15,17,84,32,54,90,32,97,37,55,93,72,84,14,16,48,80,46,55,6,9,77,80,47,57,35,59,35,50,50,88,1,54,44,84,8,95,40,71,39,57,78,90,21,20,80,20,63,8,19,7,47,55,93,2,99,33
68,48,92,13,90,71,36,68,66,15,38,20,56,97,40,27,79,77,37,86,88,41,38,83,50,61,81,22,71,69,55,41,8,46,81,64,45,92,93,66,60,64,29,28,18,81,62,66,33,70,90,96,62,95,76,59,5,66,82,75,88,98,14,10,23,75,27,4,66,11,34,75,88,64,76,33,62,52,54,11,55,71,8,33,46,35,4,33,66,10,21,56,51,46,26,61,65,83,15,31
16,60,75,52,79,92,1,68,95,48,98,85,62,57,33,79,79,78,22,55,100,28,53,51,47,38,77,37,77,87,2,13,47,16,59,79,98,8,37,74,46,66,63,27,28,30,92,54,83,77,5,97,78,91,35,4,91,60,94,64,48,14,46,15,8,73,93,17,40,50,69,33,33,79,18,99,65,21,78,71,43,55,16,61,52,30,44,22,100,44,78,3,45,49,0,78,77,30,54,85
78,33,55,18,17,70,92,54,75,59,22,59,37,82,32,50,69,49,14,100,100,54,62,59,58,72,91,79,91,10,36,90,78,68,43,8,83,14,9,45,68,61,38,63,75,95,46,68,5,50,1,64,29,25,92,27,46,43,20,45,55,100,73,20,53,61,91,75,65,57,55,39,95,93,13,61,63,14,84,53,16,53,84,81,72,80,29,84,50,14,92,81,34,44,77,28,66,58,20,50
75,36,14,91,98,5,93,72,51,66,99,8,9,44,75,73,19,15,90,63,56,17,92,50,40,78,47,91,97,71,76,42,11,68,99,29,85,51,28,25,69,89,85,1,43,64,10,67,30,80,26,66,62,71,92,100,9,64,85,53,84,52,15,62,49,74,16,37,56,75,89,94,63,92,90,25,75,2,87,52,89,58,13,87,0,9,77,12,45,70,70,59,55,81,40,29,70,40,71,12
78,77,46,5,74,27,50,56,58,35,30,75,24,24,53,50,28,64,93,35,43,59,87,77,3,27,23,26,28,24,29,13,87,66,38,62,11,80,4,44,10,61,27,73,93,29,71,90,1,21,90,26,91,50,11,13,71,78,41,97,87,12,85,96,0,70,90,38,65,40,85,75,24,80,8,8,92,71,72,40,24,7,11,87,4,56,73,82,8,18,9,24,65,40,62,28,28,35,0,82
45,56,13,21,18,43,4,45,40,4,57,41,79,18,19,8,85,56,21,98,62,89,13,25,47,56,7,69,24,4,33,32,97,73,26,93,87,81,50,27,43,14,58,77,64,42,28,41,9,53,62,29,64,95,53,86,39,41,98,17,65,27,28,69,45,50,27,96,16,22,57,97,7,32,72,38,12,23,5,40,62,59,27,2,20,25,75,43,29,59,98,63,46,88,83,15,7,68,0,5
58,39,7,14,99,74,44,24,91,51,23,30,54,71,60,98,20,94,18,22,12,10,66,44,31,6,2,39,76,43,93,27,84,77,49,55,78,50,20,83,66,66,2,94,71,36,19,72,9,72,58,42,31,82,82,99,87,89,37,72,63,95,80,95,87,75,77,69,27,22,50,36,65,13,8,69,41,8,78,100,36,7,50,68,44,88,48,97,8,44,98,60,55,1,74,96,36,75,41,52
73,72,82,14,30,23,41,63,2,98,65,44,15,13,41,88,8,53,17,26,21,81,16,71,91,95,20,35,70,86,22,19,71,48,51,97,0,99,10,27,94,76,74,72,88,40,93,57,64,59,95,69,51,24,96,26,16,11,57,22,53,41,65,51,66,27,61,35,94,60,43,38,33,5,47,77,63,37,58,24,50,73,3,90,62,57,69,56,4,60,3,99,68,0,93,69,27,81,53,90
36,10,60,29,32,95,21,43,54,78,39,79,73,62,14,13,65,21,69,91,70,98,49,84,34,25,5,65,71,61,69,66,7,46,0,84,26,81,58,7,45,51,75,29,99,32,39,55,68,49,22,58,95,66,26,43,30,89,52,54,93,96,7,71,57,58,53,63,38,91,63,9,71,19,65,13,64,18,73,70,83,52,46,95,79,100,32,88,45,59,4,6,43,24,66,81,37,46,10,0
96,46,89,28,25,97,59,68,43,61,14,87,51,69,73,97,99,61,55,39,33,25,56,44,61,54,81,46,44,54,88,98,45,70,65,84,63,38,91,30,39,34,3,30,59,70,74,79,31,13,84,32,93,29,49,52,6,87,20,48,42,59,60,51,58,44,42,89,18,15,100,35,59,66,13,92,100,68,81,12,41,53,0,71,17,58,29,51,85,98,74,92,88,36,51,18,24,29,93,19
88,98,38,76,14,76,20,58,27,69,5,32,9,86,10,32,81,26,93,10,79,17,65,19,82,54,20,75,81,99,36,59,69,86,96,93,79,96,29,85,30,68,19,91,23,51,58,81,12,51,56,72,94,35,15,23,48,78,64,84,89,84,75,46,81,58,74,56,21,51,41,66,84,58,8,19,72,35,51,69,43,70,31,3,50,43,81,82,7,95,82,56,83,17,100,56,92,67,56,89
17,58,81,78,68,73,12,0,75,62,66,88,53,34,12,59,30,20,30,26,83,95,21,84,97,28,30,6,17,43,13,4,57,76,61,86,91,19,4,43,40,31,63,91,46,67,5,47,20,10,31,100,55,24,91,99,66,32,28,81,62,87,44,53,96,8,45,62,11,7,34,73,33,85,54,78,59,1,36,2,23,56,80,11,31,7,86,78,39,46,16,80,70,32,85,86,42,67,46,29
74,97,61,60,34,0,4,82,1,89,64,57,28,0,30,51,87,71,42,38,65,92,96,60,73,72,57,64,50,81,53,84,97,17,32,94,8,94,94,47,99,39,12,54,12,86,50,96,88,98,80,3,58,89,8,65,94,43,12,79,52,61,64,8,49,71,78,57,70,84,43,50,59,81,40,71,75,69,95,48,62,21,97,34,98,79,60,43,42,47,16,88,96,89,79,38,80,62,11,90
80,83,64,2,84,11,21,31,63,84,8,69,70,52,29,99,86,34,28,22,98,70,0,94,88,53,64,78,66,96,99,48,84,31,50,73,64,94,37,9,68,79,91,29,2,7,23,68,95,58,91,17,85,54,10,38,32,12,14,68,47,24,75,14,44,58,12,20,21,99,80,52,9,0,42,32,8,36,71,56,79,80,6,8,76,87,33,9,62,71,17,42,83,62,81,6,45,9,62,42
36,2,95,18,59,25,10,27,79,92,65,46,4,38,23,62,41,65,85,60,18,81,10,70,20,22,16,10,26,38,7,37,53,75,71,87,88,29,60,46,64,23,79,34,78,57,30,97,2,39,72,73,86,96,50,46,31,47,59,6,27,39,57,21,41,56,42,69,10,82,98,7,19,14,68,56,37,41,75,43,97,83,12,39,56,41,68,75,48,70,52,82,16,0,47,54,27,58,99,50
30,70,89,80,71,81,24,61,20,37,89,63,76,57,42,85,3,15,68,63,5,94,57,7,42,64,30,76,23,51,64,22,79,80,4,63,88,84,62,78,16,13,11,17,57,42,34,4,24,59,91,77,90,72,31,74,61,20,65,74,89,70,38,67,50,81,19,16,35,87,16,23,83,30,66,64,63,98,45,84,60,34,38,73,44,46,43,14,58,30,27,14,23,91,95,87,100,0,41,26
38,11,38,97,80,6,15,46,90,23,72,55,41,69,2,59,63,38,45,24,13,78,91,31,96,40,73,76,77,26,56,83,59,32,77,25,12,38,77,98,96,80,30,81,92,74,97,31,35,11,22,38,85,1,64,31,29,49,32,22,50,5,10,80,43,60,17,97,43,46,31,12,82,4,24,6,82,27,79,6,42,86,91,65,47,42,29,6,32,77,61,87,64,75,76,72,26,17,39,30
89,42,40,64,95,38,22,29,6,66,48,99,80,11,72,82,76,0,75,4,12,9,91,16,91,82,42,95,0,84,39,85,51,25,24,89,59,94,97,43,55,12,75,17,89,77,60,20,54,60,49,5,39,28,56,96,46,68,32,19,9,8,99,27,1,34,61,83,21,10,7,74,59,69,91,90,19,95,89,47,60,35,90,17,58,79,92,7,42,84,46,53,72,63,50,40,94,56,5,35
67,58,79,10,9,24,84,62,34,3,26,28,7,96,39,59,78,29,20,92,88,32,62,82,35,83,27,61,30,58,26,0,15,10,49,35,48,81,62,57,11,5,6,66,32,50,62,8,21,78,35,11,4,100,25,97,82,63,43,20,69,15,36,83,41,47,22,13,25,73,9,81,23,79,16,82,75,65,13,86,76,52,69,25,92,96,69,59,44,34,48,17,72,23,1,55,60,25,55,15
4,68,85,89,40,10,59,32,31,46,91,5,40,68,4,96,63,8,85,9,34,21,25,93,89,43,14,86,29,70,7,66,99,58,7,61,86,96,4,76,36,59,21,45,74,69,95,32,37,59,92,90,77,67,27,1,0,59,9,5,9,9,74,26,11,65,95,73,79,18,11,44,83,78,39,65,6,64,94,83,42,93,25,78,29,52,12,24,21,41,50,84,50,29,66,1,90,41,78,11
61,39,8,26,43,31,66,76,56,13,62,47,31,85,23,26,41,56,99,72,87,52,43,43,34,33,17,81,6,86,69,83,78,95,80,54,90,87,75,53,31,6,90,80,74,19,100,21,95,83,10,64,79,55,73,6,39,57,100,7,89,78,84,98,83,4,37,69,17,99,67,34,81,66,19,46,69,90,39,42,19,88,43,70,66,8,61,68,64,92,36,6,48,37,5,88,84,58,40,29
65,54,27,65,65,28,20,66,98,99,61,8,56,43,25,16,82,86,29,53,77,27,87,50,46,34,35,95,93,42,62,95,3,85,23,91,30,64,72,13,98,17,97,95,25,66,26,1,45,49,15,60,52,2,95,47,40,53,64,91,8,12,69,81,1,48,19,65,79,4,85,36,74,43,33,33,17,88,32,2,58,25,35,43,95,75,15,97,90,8,19,73,5,39,84,62,7,36,68,9
14,3,44,31,29,82,10,14,49,47,29,88,17,21,38,64,65,99,28,34,11,19,34,89,94,33,29,79,19,58,80,82,70,41,82,73,42,55,77,47,43,35,31,91,27,85,53,51,51,94,74,18,1,96,99,36,73,10,89,91,1,11,75,97,15,65,73,30,22,54,41,15,74,21,3,95,24,3,45,74,1,11,100,35,93,57,92,94,3,40,2,64,91,62,78,96,22,41,64,73
79,95,76,23,32,34,35,71,81,10,1,71,17,1,36,68,24,56,99,22,32,26,65,80,15,53,29,30,36,66,54,30,5,91,83,39,0,94,48,30,17,72,3,78,30,9,46,38,44,2,46,73,36,7,20,8,33,45,31,25,33,4,45,2,41,45,51,33,73,91,77,98,18,66,48,1,42,95,2,29,85,0,17,58,18,60,11,95,23,57,90,61,94,72,77,2,49,38,3,45
80,59,53,97,66,91,94,23,55,100,46,22,48,6,84,92,64,51,76,16,88,10,86,32,90,18,1,73,73,42,35,32,2,54,74,23,9,60,62,25,84,92,65,9,50,41,62,76,0,95,30,28,85,62,38,59,21,26,64,1,71,6,81,35,90,30,92,67,14,58,56,5,7,21,20,23,21,58,1,70,66,54,84,33,26,19,3,80,40,2,2,15,0,21,34,17,54,88,60,85
49,83,32,49,94,69,99,79,100,59,46,87,6,88,56,75,49,1,26,92,9,52,51,41,19,30,29,4,83,90,76,55,92,82,33,56,28,24,9,54,29,39,93,70,49,73,26,27,14,87,67,99,29,50,91,72,21,54,48,93,23,41,31,21,33,84,67,62,27,95,10,3,36,72,43,85,9,64,4,75,80,43,76,59,94,29,8,3,68,54,82,38,82,42,39,77,29,8,7,11
75,46,67,88,6,99,68,7,31,8,77,51,0,68,10,92,46,92,30,16,18,85,56,86,65,73,59,78,30,53,91,25,51,42,52,46,4,52,93,25,39,92,76,0,71,23,5,21,5,42,8,9,16,79,4,15,38,80,38,99,17,14,19,18,19,79,48,24,90,54,59,89,80,69,56,71,29,72,11,47,11,14,72,1,58,22,50,21,85,33,84,41,45,90,68,17,66,43,12,6
49,78,10,87,82,97,90,58,96,42,87,85,53,46,96,71,62,32,59,91,86,15,50,22,69,52,92,22,39,56,50,63,95,52,89,72,7,19,36,82,49,66,1,66,78,49,46,61,30,86,2,26,77,45,17,57,3,27,79,38,31,51,15,42,94,1,14,70,44,21,73,50,2,7,17,43,17,29,36,6,20,25,66,15,78,37,62,79,67,57,66,51,35,42,26,16,22,85,23,50
33,29,89,85,44,69,79,52,27,71,86,4,61,45,53,83,38,31,18,19,97,21,27,38,40,40,33,95,36,82,10,67,68,52,78,33,12,82,24,14,80,62,36,21,49,14,19,38,58,20,18,98,73,83,4,24,69,71,69,95,61,67,61,35,25,4,31,50,16,10,100,29,63,98,31,39,96,92,21,53,90,13,72,3,22,60,68,73,22,59,26,87,83,5,37,82,8,66,22,25
68,45,27,2,74,9,14,36,17,71,67,67,82,68,21,52,93,51,51,86,96,8,42,82,42,69,0,89,11,20,63,14,74,5,7,7,52,82,68,11,38,21,83,49,34,90,59,34,75,95,93,78,73,76,47,6,67,0,3,83,5,4,52,84,42,25,53,77,96,96,98,42,44,22,77,94,33,69,99,41,66,71,77,26,91,15,84,56,51,77,10,51,41,2,58,26,34,94,78,56
66,54,54,15,11,92,96,3,66,14,9,76,71,9,47,81,8,13,61,84,23,76,18,39,7,40,32,27,44,6,18,58,67,2,44,92,88,46,62,6,3,93,92,88,87,43,59,69,61,28,16,88,72,80,17,66,74,6,54,93,87,36,23,52,78,100,36,17,80,89,90,95,79,98,92,80,90,65,32,55,6,49,66,91,59,85,74,27,91,66,67,99,9,14,61,11,100,17,60,63
96,23,33,28,21,29,97,39,39,60,81,13,57,67,38,17,52,41,58,18,66,91,28,8,50,69,30,32,83,86,29,77,61,66,50,64,92,65,20,56,12,80,1,12,79,96,64,3,83,43,95,76,4,6,33,3,50,6,0,79,9,77,1,100,50,51,6,13,43,34,79,14,100,24,20,29,1,35,15,61,23,3,54,72,67,72,66,85,84,48,77,65,14,54,84,60,33,63,18,93
5,4,22,10,85,31,49,81,66,20,29,84,21,17,3,92,5,68,50,20,35,6,28,96,97,3,10,32,66,40,42,2,7,18,25,48,28,71,5,86,13,45,86,71,52,47,72,1,63,11,58,30,98,90,16,47,44,64,44,75,62,24,61,34,81,15,97,61,36,51,87,75,20,9,33,23,64,56,55,97,18,25,0,58,89,80,13,69,74,64,66,63,48,87,32,37,5,73,76,31
53,99,19,33,60,33,41,96,44,4,53,43,57,32,87,64,48,30,52,28,53,68,68,67,91,72,20,43,74,34,98,22,24,41,50,24,23,33,94,49,1,56,82,26,55,20,48,83,87,46,6,77,100,23,100,1,13,15,57,61,52,50,62,66,72,7,100,46,95,67,77,95,13,10,96,2,88,50,32,8,22,81,66,57,45,78,40,40,18,39,97,55,70,36,12,50,74,21,62,64
50,32,48,43,51,52,45,19,89,74,12,95,69,46,69,66,90,83,4,38,95,29,91,89,73,63,18,88,58,52,34,18,88,45,24,4,68,27,60,31,66,66,14,24,96,40,8,22,100,82,69,100,37,59,89,65,33,77,63,32,3,93,87,73,0,31,57,31,74,63,4,67,95,93,28,64,91,30,21,31,97,23,62,98,78,48,36,91,91,89,41,9,50,91,41,96,55,93,87,43
61,48,0,82,77,26,19,85,25,69,50,48,76,63,15,57,32,84,89,98,20,6,25,80,15,72,41,88,50,4,92,60,58,64,78,23,73,2,75,65,16,13,59,100,7,90,1,53,59,99,22,73,99,53,78,92,98,24,45,17,72,3,82,92,97,4,61,30,99,59,15,26,91,79,19,51,41,71,46,27,65,87,71,95,54,70,56,81,37,37,34,57,32,45,51,27,82,81,26,32
0,38,59,93,51,48,84,25,41,84,79,4,27,71,15,85,27,8,8,65,6,62,12,97,76,54,35,48,97,49,52,88,87,82,68,75,10,93,98,92,61,49,6,79,90,35,74,68,47,31,26,2,26,75,27,99,0,45,5,47,13,85,71,89,79,56,80,79,91,88,98,55,30,34,49,42,78,94,35,46,73,8,15,90,37,11,40,87,39,34,71,31,86,88,94,1,46,60,42,42
93,22,47,40,43,98,94,80,23,7,4,78,63,90,96,55,35,82,25,47,64,47,63,32,26,31,25,50,64,43,40,27,31,83,26,10,97,36,98,5,7,76,85,71,75,70,48,26,96,22,43,70,20,36,14,74,79,39,17,53,59,62,29,75,39,2,92,13,47,79,49,69,42,79,2,61,89,93,66,87,95,58,19,21,38,9,55,2,77,7,24,14,99,85,59,13,71,65,24,66
19,77,30,99,8,95,45,14,28,94,77,78,48,67,25,6,85,8,81,82,86,89,19,5,81,69,32,65,75,94,18,29,81,66,72,18,1,63,96,31,8,0,3,60,92,94,95,86,55,4,60,54,43,21,47,85,95,83,94,2,35,18,49,85,26,50,90,65,89,57,26,75,48,46,72,45,31,65,49,14,6,63,80,50,76,91,78,21,15,41,13,78,74,62,84,17,49,32,68,49
85,8,12,56,68,10,79,27,11,12,23,76,66,72,43,87,84,28,91,90,42,75,77,62,65,46,82,45,83,6,20,84,41,3,10,25,96,96,11,82,84,42,61,67,74,3,59,30,67,12,96,27,59,19,27,20,37,66,96,100,41,10,18,50,7,93,90,39,23,44,100,63,94,4,87,41,39,98,84,54,22,77,45,1,49,73,84,71,22,0,89,90,95,18,10,34,51,15,21,6
64,10,9,38,70,12,74,80,71,21,100,30,77,19,97,9,62,4,49,47,31,21,33,12,0,41,70,74,12,66,68,83,62,87,40,19,91,59,22,14,10,48,40,40,62,14,52,79,99,29,54,76,97,97,55,76,15,70,3,4,50,42,14,66,12,77,35,98,64,17,74,2,4,44,0,68,28,96,19,4,19,71,97,80,89,0,51,72,88,10,20,73,24,32,13,82,61,90,89,8
9,44,26,41,27,5,98,28,54,82,57,60,67,91,78,50,60,51,96,2,1,47,55,35,0,89,97,0,41,17,65,36,58,57,93,53,67,76,25,22,79,90,98,71,17,36,5,32,94,85,79,12,1,82,64,46,63,42,0,43,31,63,57,76,16,88,20,72,56,80,8,60,54,74,92,59,37,53,94,74,20,56,43,10,64,45,99,56,74,59,0,87,13,92,83,74,92,10,60,87
43,31,38,70,82,78,34,27,76,22,31,73,99,12,77,100,25,82,25,21,50,20,14,93,24,58,51,28,0,44,98,67,71,62,91,85,47,46,7,75,65,60,0,36,34,30,5,30,12,71,48,71,48,28,90,35,68,61,44,91,82,24,58,89,63,93,1,12,30,90,70,16,45,40,48,42,96,82,16,92,70,88,53,91,68,80,85,79,20,75,58,32,92,57,47,6,13,56,90,75
21,27,37,5,41,77,1,62,2,6,71,28,88,70,17,41,0,32,80,68,35,42,32,55,100,10,96,22,20,94,31,73,69,31,3,24,94,70,30,28,45,11,22,96,98,60,5,75,19,98,4,26,99,2,2,19,39,76,80,47,63,42,92,88,41,77,17,43,75,73,28,7,36,6,16,40,92,43,69,31,60,63,28,63,63,90,40,90,16,82,73,39,10,25,36,69,87,24,43,53
58,59,67,29,2,68,1,51,16,9,26,71,36,45,11,61,93,36,52,65,85,35,33,82,82,31,31,62,2,10,98,97,72,8,77,34,71,40,94,67,97,94,54,4,46,71,41,43,13,99,35,23,1,78,41,75,99,37,27,22,43,73,81,65,47,91,29,54,62,70,36,30,89,53,15,4,18,82,29,47,52,34,85,53,21,87,90,84,1,45,62,35,59,80,13,75,37,6,76,46
77,64,25,55,67,55,42,46,40,7,5,73,77,99,62,100,77,41,24,80,42,30,46,55,52,60,26,37,9,94,31,62,29,31,96,77,75,28,50,28,33,31,95,90,20,91,84,30,83,32,53,39,15,48,42,53,26,10,8,98,1,86,6,58,63,100,38,14,47,27,77,17,7,51,55,31,48,49,30,48,39,23,86,63,39,36,50,13,51,28,93,18,53,30,53,49,89,90,77,89
22,98,45,85,99,65,80,27,69,37,87,92,87,2,56,85,56,16,23,39,89,64,31,54,38,13,23,43,68,3,5,12,63,20,93,92,82,94,82,87,59,10,24,79,28,55,69,5,2,94,25,10,1,92,18,72,97,57,80,6,87,93,35,69,65,15,89,63,33,59,77,50,29,1,26,13,5,39,58,53,25,52,85,50,92,66,69,100,44,95,87,17,10,76,8,73,73,34,84,56
8,55,84,62,70,57,11,97,32,100,85,23,27,83,57,4,13,2,70,80,6,91,43,16,19,44,10,0,25,78,15,5,94,22,97,7,11,93,2,95,63,62,95,57,33,68,76,34,61,10,59,99,37,71,38,9,37,44,82,25,2,28,39,69,45,79,30,84,54,100,35,53,41,64,64,60,82,79,92,91,58,11,11,3,27,60,46,69,100,9,6,40,62,12,97,15,34,80,6,12
19,38,36,70,87,29,94,59,74,51,31,34,50,42,48,71,22,93,81,56,85,17,63,84,88,12,96,43,17,4,22,2,4,11,42,42,64,12,32,70,50,74,28,62,77,52,26,35,42,81,82,4,21,45,64,6,60,76,63,48,0,10,80,27,88,94,91,67,52,57,12,67,78,98,60,92,5,10,45,55,4,71,1,92,13,61,96,47,64,100,52,84,41,10,76,29,2,8,22,98
2,92,45,61,13,48,55,17,12,81,68,13,82,64,48,10,86,49,58,34,92,90,78,69,72,15,45,23,6,26,46,6,56,64,67,86,9,29,20,76,62,65,66,62,68,27,74,91,83,95,87,27,16,17,44,93,94,0,67,27,7,82,19,78,20,56,42,23,14,35,27,72,64,17,100,87,36,36,13,53,44,78,56,9,59,27,38,30,65,40,26,49,84,37,31,3,8,35,51,68
