100
31
19,8366.33,
20,5637.16,
21,,11406.47
22,6055.86,12552.76
23,1269.06,2030.22
24,9132.14,13695.10
25,1844.12,
26,,588.25
27,2402.56,
28,1383.53,3042.81
28
1,217.75,191.42
2,7803.77,
3,,6754.25
4,,791.71
5,,100.33
6,,
7,,160.49
8,,
9,1323.93,
10,1490.53,2365.64
11,,
12,,
13,,385.23
14,,83.49
15,494.75,310.74
16,,6.57
17,,92.94
18,,
19,1739.28,155.29
20,3278.14,
21,8075.18,
22,,7281.92
23,,4277.62
24,,
25,7542.46,2889.72
26,3918.66,
27,8310.22,515.72
28,8529.57,15477.56
31
1,,
2,,
3,9971.82,
4,9029.18,
5,,
6,,17103.61
7,7494.01,
8,2202.22,
9,3008.10,2887.22
10,6742.21,
11,1690.08,8719.73
12,2796.56,7459.14
13,,6634.43
14,,36.32
15,8475.90,4620.96
16,9951.76,
17,,
18,6834.42,19807.04
19,,
20,,105.67
21,7749.26,5634.75
22,,620.96
23,,
24,8376.65,
25,,2224.44
26,,5555.26
27,,
28,,
29,3966.73,997.37
30,,4812.85
31,8956.58,
28
1,5618.27,
2,,
3,5394.17,4852.05
4,364.76,
5,4917.14,3240.30
6,327.06,
7,7774.47,
8,,
9,6987.03,
10,2393.68,
11,,
12,,
13,,
14,9467.03,
15,,
16,1861.10,
17,,
18,,
19,5231.85,
20,3034.68,2732.01
21,7527.52,
22,,44087.27
23,6401.21,
24,8452.13,12536.60
25,6813.21,1437.79
26,,
27,851.33,6056.49
28,9922.10,
30
1,,
2,7639.51,
3,9658.33,3032.84
4,,
5,4974.12,14176.68
6,,
7,4280.40,
8,7074.88,
9,3973.79,1932.37
10,,12128.61
11,,504.87
12,,
13,,2393.74
14,,1600.35
15,4706.83,5636.19
16,1736.31,2248.65
17,,
18,,194.87
19,2358.65,1143.15
20,,
21,,1299.96
22,,75.64
23,,13.83
24,,5.87
25,,
26,,2.47
27,8628.22,
28,,7450.66
29,3936.04,
30,,3749.01
29
1,1216.02,944.01
2,,
3,3750.54,
4,3907.54,
5,6692.17,13816.16
6,,227.29
7,6219.95,
8,,
9,9361.99,
10,127.36,
11,5948.15,
12,,7508.33
13,,
14,,
15,5097.41,7854.46
16,9271.53,
17,9923.91,15534.16
18,,
19,,
20,3478.59,2791.00
21,,11691.17
22,,
23,6357.03,4044.13
24,,
25,7416.49,14157.43
26,847.83,
27,,
28,,814.18
29,4578.21,
28
1,928.50,114.70
2,5727.72,
3,9366.34,
4,2495.90,
5,,
6,,
7,,12771.36
8,8090.91,
9,,
10,497.38,862.36
11,,7211.88
12,,4640.87
13,,
14,,790.69
15,6461.36,
16,2148.26,1480.80
17,3453.25,8673.27
18,,2074.74
19,,
20,9998.59,
21,,
22,8445.72,15029.89
23,2663.87,
24,,
25,,2824.82
26,,1408.90
27,,1915.26
28,,366.27
30
1,8537.65,5551.87
2,7077.10,
3,,
4,,6720.07
5,,2828.66
6,8698.92,1276.37
7,,
8,1763.37,4721.93
9,620.08,
10,4445.23,4425.54
11,,
12,9980.06,
13,7692.79,
14,3542.46,
15,1966.13,
16,,1928.95
17,,3069.28
18,,14706.20
19,3096.80,
20,6209.06,
21,,
22,3517.92,15762.34
23,4859.53,5271.21
24,,5183.33
25,8180.48,
26,,5739.44
27,2395.00,
28,209.17,1238.16
29,1716.83,
30,,
28
1,,
2,8383.77,
3,,6502.72
4,9041.27,
5,6552.39,
6,6057.96,
7,,
8,,
9,9393.49,
10,,5847.06
11,,2197.29
12,6679.33,17178.23
13,,
14,,
15,,
16,,
17,9426.88,23392.17
18,6997.60,4277.83
19,,
20,,
21,6908.15,614.91
22,,737.24
23,,
24,,
25,,2683.81
26,9915.50,
27,,
28,,
29
1,,
2,,
3,,
4,,
5,,
6,,
7,356.00,
8,6119.11,
9,9559.04,
10,9496.60,16036.55
11,1100.32,
12,304.42,6684.52
13,9744.02,11257.79
14,468.06,
15,,
16,,2694.33
17,,209.87
18,,54.49
19,4841.19,3598.50
20,5106.68,324.85
21,4538.91,
22,9451.81,
23,,
24,5133.58,
25,,
26,,12883.20
27,,5822.98
28,,3110.61
29,,
31
1,9744.86,1775.99
2,9090.39,
3,,3460.37
4,,7672.87
5,,3783.48
6,9121.49,4832.22
7,,5454.52
8,3988.54,3961.08
9,1504.09,
10,2781.24,
11,1531.76,2688.44
12,162.99,
13,6971.53,
14,,
15,5741.45,4829.88
16,9987.22,5241.89
17,2916.32,
18,,
19,6082.17,
20,,
21,,17569.06
22,7615.02,
23,7258.37,5275.41
24,,3827.88
25,8079.56,
26,,13084.97
27,4328.01,10316.28
28,2504.58,3659.12
29,4713.56,
30,,
31,,
28
1,,
2,,
3,2710.21,
4,,
5,4897.63,
6,,5966.14
7,,
8,2949.83,1208.61
9,7729.78,
10,,6443.84
11,,213.09
12,5163.21,6494.27
13,7936.15,8135.88
14,5328.62,3028.13
15,8483.54,1353.29
16,9317.75,20697.96
17,,836.61
18,7167.15,
19,,
20,,4342.37
21,,947.89
22,,
23,328.87,
24,1789.39,2580.80
25,9756.56,3918.08
26,,
27,,613.23
28,5782.03,
28
1,861.98,393.15
2,,
3,2537.15,
4,,
5,5866.95,8828.67
6,,26.24
7,,15.73
8,,1.28
9,,1.77
10,2192.26,393.58
11,,
12,,
13,728.08,915.96
14,,
15,,
16,,
17,8124.68,
18,4167.33,
19,1483.79,
20,,10094.25
21,,
22,9505.43,
23,,2021.40
24,,
25,,
26,,
27,7850.81,
28,7998.90,
31
1,6544.54,
2,,157.82
3,1925.09,579.63
4,1520.18,9042.60
5,,
6,4549.18,
7,9947.64,8450.05
8,,
9,,5326.30
10,,276.12
11,,170.17
12,,
13,,
14,3855.84,
15,2534.07,2659.90
16,1323.16,
17,,5081.60
18,,
19,,
20,2183.50,2209.04
21,,183.09
22,,178.39
23,,4.81
24,,3.57
25,,59.04
26,2800.97,
27,,
28,7217.45,
29,,6063.39
30,8497.09,7586.20
31,3272.23,6994.08
30
1,,
2,9448.59,4030.74
3,6891.66,989.02
4,6755.26,5906.55
5,,3979.51
6,,
7,5855.83,
8,3912.74,12265.12
9,9606.43,
10,,10317.22
11,3740.65,6203.84
12,9291.36,
13,,7404.00
14,3174.21,2791.46
15,,2685.33
16,,
17,,
18,9500.91,7431.73
19,,236.51
20,3248.70,
21,7816.25,7351.56
22,5521.10,5476.95
23,,
24,7899.97,
25,6345.20,366.92
26,,4661.32
27,3183.24,
28,5714.60,
29,,
30,2781.21,6941.79
29
1,,
2,5145.50,1315.04
3,6869.43,
4,3160.58,3098.03
5,,
6,,2111.69
7,,
8,388.79,
9,4586.37,11405.79
10,,
11,9951.64,
12,,1864.76
13,9359.09,359.02
14,2373.95,18826.92
15,5689.58,
16,,1071.11
17,,
18,8561.76,
19,5782.24,9928.18
20,2422.57,2062.15
21,,
22,3452.45,
23,954.61,
24,6804.56,
25,3430.29,26415.19
26,,305.57
27,,
28,8348.23,
29,1467.66,
28
1,9394.07,
2,7833.31,
3,,
4,,
5,1600.77,6422.33
6,,9866.86
7,4343.85,
8,,266.16
9,,4390.96
10,,
11,,
12,,
13,3411.81,
14,1562.78,4195.10
15,,
16,,2544.62
17,4139.07,
18,5481.21,
19,7388.89,5638.82
20,,
21,4781.36,
22,7466.84,17886.09
23,7161.65,650.08
24,148.49,2723.56
25,811.89,6171.26
26,,314.44
27,9119.69,11568.58
28,4842.67,1663.93
29
1,,
2,98.55,
3,,64.18
4,,
5,8060.97,1500.93
6,,
7,2792.35,2497.76
8,7549.54,
9,1427.53,2920.90
10,9972.84,
11,,
12,9104.78,29508.02
13,2165.69,957.68
14,,
15,,453.36
16,,994.51
17,4022.72,
18,4573.73,2237.53
19,,
20,462.51,8368.66
21,9250.72,
22,,9152.62
23,9939.38,
24,,
25,,5745.18
26,4174.16,1005.10
27,,4257.35
28,,
29,,1435.43
29
1,8243.50,
2,5137.39,
3,,
4,,
5,,
6,,
7,,
8,,
9,7528.94,9369.00
10,339.53,
11,758.02,7492.17
12,,
13,9300.32,14324.28
14,,72.57
15,9129.14,8054.17
16,5365.46,72.33
17,4164.62,
18,7649.80,
19,,12977.96
20,7208.16,
21,111.16,6881.84
22,,
23,9379.32,12930.68
24,,
25,8327.96,
26,6512.09,
27,8507.21,8413.50
28,8045.07,
29,,14065.18
30
1,,
2,,
3,4842.59,2025.40
4,,
5,8545.22,
6,7054.24,7144.67
7,6783.01,
8,2766.70,760.82
9,,17238.91
10,,
11,,2412.55
12,,289.18
13,,37.47
14,,
15,867.97,587.13
16,315.25,
17,,136.54
18,5013.79,1561.02
19,,292.61
20,5727.06,
21,,
22,,5953.63
23,8029.33,8317.40
24,7283.84,
25,8801.50,
26,1401.22,4095.91
27,4763.93,
28,,4156.31
29,,
30,8497.75,
28
1,,
2,7363.99,5345.78
3,899.00,
4,,1045.94
5,9749.64,93.22
6,3757.58,
7,,12276.81
8,7734.44,
9,3869.19,
10,,5956.04
11,2851.07,229.21
12,919.81,
13,6737.91,11687.59
14,5496.57,7845.08
15,9461.43,
16,2350.90,
17,,
18,,
19,,9891.85
20,,
21,,3714.65
22,,
23,3151.33,
24,,
25,,
26,2433.71,858.64
27,,
28,,
30
1,2932.29,
2,,
3,,
4,7148.54,
5,,
6,7012.88,
7,9963.84,
8,4059.66,
9,2581.33,7255.20
10,,8930.73
11,,
12,5512.13,
13,,6620.14
14,6512.52,14089.83
15,,
16,,
17,296.71,4893.61
18,,
19,863.57,196.96
20,7067.32,
21,8013.25,11475.67
22,672.49,6295.12
23,7294.54,877.34
24,8353.73,9707.41
25,8938.00,
26,3259.32,11337.67
27,7985.81,11739.48
28,261.14,
29,,1436.74
30,,2167.81
29
1,,
2,,
3,,
4,,
5,,
6,3769.38,
7,,
8,6540.72,8529.25
9,,
10,8301.02,
11,,8557.71
12,,1386.55
13,9132.94,747.77
14,,
15,5739.48,2866.37
16,7929.97,
17,,
18,2187.01,
19,7241.39,
20,8167.63,
21,,28420.83
22,,3192.12
23,,
24,7168.39,7313.89
25,,
26,8686.58,
27,,9056.78
28,,3894.31
29,,61.51
30
1,854.01,269.20
2,,321.67
3,934.39,537.15
4,4488.03,
5,,
6,,
7,2597.27,
8,2839.07,10383.29
9,,
10,4508.57,3707.91
11,7993.42,3320.16
12,8174.97,6537.29
13,,5368.62
14,2770.54,4172.73
15,9325.26,
16,9924.58,
17,,1436.58
18,,13416.27
19,,
20,5699.81,6478.62
21,4646.29,1732.35
22,,
23,9533.89,4922.43
24,,
25,8414.49,20027.49
26,6109.37,3520.61
27,,
28,,2214.92
29,,243.54
30,3192.07,1895.69
31
1,3834.06,2685.29
2,,986.01
3,,15.19
4,,11.60
5,8163.72,1217.87
6,,3394.28
7,4283.22,
8,,
9,,
10,,6397.34
11,4665.01,
12,,4512.05
13,3762.99,
14,1724.83,3927.26
15,,1087.75
16,,2179.87
17,8891.47,4033.68
18,,722.09
19,7819.14,
20,4289.08,
21,4909.04,
22,6988.85,
23,,17036.78
24,8535.46,
25,,
26,1253.77,12593.29
27,2220.37,5394.99
28,,
29,,
30,,
31,4308.83,8724.59
31
1,,
2,,
3,,
4,,
5,,
6,,
7,9111.07,3561.26
8,7775.49,
9,1041.71,11326.89
10,8312.69,899.86
11,7736.09,
12,5644.78,23594.40
13,8474.58,755.96
14,2727.78,516.36
15,3008.55,6177.54
16,8865.07,8868.58
17,8293.84,13361.43
18,6619.97,1653.96
19,242.06,1324.46
20,6921.92,434.02
21,,8553.80
22,,3189.69
23,,
24,,
25,8896.32,1156.44
26,,8195.19
27,,59.39
28,3315.03,
29,,1643.43
30,2523.93,
31,3054.54,6167.57
29
1,,
2,,
3,,
4,4761.28,
5,1669.92,
6,,
7,,
8,,5566.61
9,719.75,718.71
10,957.31,
11,,
12,,417.45
13,,
14,1444.71,2021.51
15,,116.20
16,4887.06,
17,495.72,2585.60
18,1484.08,1948.87
19,,1192.24
20,699.44,
21,,
22,,996.71
23,8365.18,
24,,5611.15
25,,
26,9815.63,
27,6830.52,11327.99
28,7714.30,15254.58
29,2448.32,3555.93
28
1,,
2,6472.91,1384.28
3,4834.88,
4,1768.32,7064.21
5,4704.54,3352.93
6,6533.08,
7,,9422.94
8,,
9,,2399.75
10,6443.13,767.80
11,,2492.93
12,,
13,3504.92,6539.29
14,7280.92,
15,8978.45,2956.89
16,,
17,213.94,7388.69
18,,
19,,2294.18
20,7504.34,
21,6408.07,4683.45
22,,
23,6622.71,18285.97
24,3103.77,2590.59
25,,2316.76
26,7190.12,
27,,
28,,
29
1,3475.59,
2,1235.60,
3,,
4,,
5,,
6,3.60,2580.75
7,,2094.89
8,,8.25
9,,
10,,19.06
11,2483.73,
12,,
13,7116.78,
14,,2465.79
15,4541.72,6223.57
16,,4462.24
17,1334.04,
18,,
19,290.45,
20,,
21,,2510.66
22,,21.02
23,8973.44,4800.94
24,4081.21,5147.44
25,9240.95,1636.84
26,,
27,7353.65,3547.26
28,6548.25,
29,,
29
1,8107.65,5759.58
2,9888.11,
3,,3552.32
4,7602.45,1844.40
5,4148.46,
6,8402.67,26863.15
7,,8.99
8,,66.11
9,,9.15
10,,
11,1458.97,
12,92.82,
13,,956.47
14,5367.30,
15,1840.06,7357.65
16,5650.55,
17,1183.10,1911.37
18,226.32,1235.96
19,9029.38,
20,,5137.52
21,,6658.62
22,1927.52,508.96
23,,748.40
24,673.33,
25,,
26,3100.78,4700.95
27,,769.72
28,,92.38
29,,
30
1,,
2,9294.40,4045.14
3,,
4,1609.09,2931.34
5,2883.78,
6,,2705.63
7,2048.35,2024.15
8,9416.15,
9,,
10,6006.94,
11,,13622.84
12,,
13,,5246.89
14,,
15,,
16,,416.02
17,9581.66,474.46
18,7031.50,7882.42
19,2546.25,
20,6318.42,9296.37
21,1687.75,
22,4223.70,11752.12
23,,
24,,
25,6514.59,
26,201.64,
27,,8858.68
28,4663.57,2454.70
29,5558.31,5803.98
30,,
30
1,,
2,8993.90,8248.93
3,5605.53,5709.32
4,,232.84
5,,
6,7956.69,5551.00
7,,1067.62
8,,1544.43
9,,
10,,89.37
11,,3.40
12,4433.03,
13,7922.44,
14,4453.37,
15,6881.96,
16,7071.02,24303.08
17,7183.15,10958.11
18,979.54,2763.28
19,5607.24,6601.19
20,3167.58,2144.24
21,8042.74,
22,,
23,,7933.08
24,,
25,7732.13,
26,,6381.93
27,4974.22,6069.17
28,,765.31
29,3685.13,
30,,3848.47
31
1,619.93,
2,7350.40,3200.26
3,8781.78,
4,,
5,9903.86,
6,6914.20,22718.81
7,1987.12,
8,8585.22,6646.90
9,9388.78,13664.54
10,,
11,,
12,4091.24,2928.81
13,5871.33,3335.82
14,8642.97,18771.55
15,,788.47
16,,37.28
17,,26.74
18,,15.56
19,,
20,,
21,,
22,106.20,
23,,
24,2615.87,2620.47
25,2333.95,
26,,
27,,2245.17
28,,
29,7009.75,2120.48
30,,3928.29
31,,
29
1,,
2,,
3,,
4,,
5,8452.57,
6,,
7,997.77,1992.11
8,,
9,,3146.00
10,,2969.11
11,,
12,,1316.40
13,,6.49
14,,
15,5775.24,1114.25
16,7343.51,10637.97
17,,682.00
18,3575.53,
19,1662.13,
20,985.63,1277.85
21,1730.34,5480.96
22,,1857.98
23,8904.93,5652.14
24,1895.83,3765.50
25,,
26,2121.02,658.96
27,,690.19
28,9338.95,2254.97
29,,4538.20
31
1,,
2,,
3,,
4,9159.54,8416.56
5,,210.08
6,3668.11,
7,,230.16
8,,
9,7423.54,
10,1303.65,10079.79
11,703.63,
12,2044.53,5128.94
13,,68.23
14,716.73,475.45
15,,
16,9976.95,
17,8296.81,
18,7175.16,
19,7938.56,22620.71
20,9156.33,10761.73
21,9097.21,
22,,11349.09
23,,
24,3007.40,7829.83
25,1896.60,
26,,3984.35
27,,71.95
28,3930.75,2261.14
29,,1929.33
30,,26.23
31,,38.46
28
1,,
2,5501.63,
3,,
4,,367.94
5,,392.24
6,5076.87,
7,,
8,,
9,,
10,,
11,,
12,,8957.05
13,7824.83,913.57
14,,6462.46
15,,
16,8519.21,6077.75
17,,172.65
18,,
19,2360.54,3412.96
20,3137.41,
21,,132.32
22,9973.28,
23,3454.75,9882.94
24,,4641.40
25,,
26,,
27,2367.57,
28,,1875.68
29
1,590.11,482.62
2,,
3,,
4,,
5,,103.51
6,417.18,195.02
7,9586.53,
8,,1389.49
9,7466.30,
10,5698.05,
11,,6301.83
12,1877.54,
13,,3675.07
14,,
15,4292.38,14882.64
16,586.45,3421.42
17,6381.91,5629.99
18,2905.53,1253.00
19,7680.17,
20,,5315.59
21,,74.31
22,8209.27,8965.38
23,,2784.02
24,,388.33
25,,609.28
26,6617.26,6688.12
27,4516.58,
28,,2392.33
29,,830.61
29
1,,
2,,
3,,
4,,
5,2978.09,
6,9988.51,1257.72
7,1038.88,10835.83
8,,516.46
9,4646.86,5279.11
10,,
11,,
12,,475.61
13,841.18,3.02
14,5581.67,
15,3113.54,
16,,6337.71
17,1217.16,
18,,1551.68
19,7308.14,9201.26
20,8540.40,3541.11
21,1212.00,
22,3189.06,9298.82
23,,380.49
24,7261.13,6432.03
25,8834.83,
26,9991.14,19133.04
27,5034.90,
28,3948.75,
29,,1019.58
30
1,,
2,4469.10,383.30
3,,
4,6624.09,10590.44
5,4625.51,4425.17
6,9081.19,5014.03
7,,3151.55
8,5010.88,3204.55
9,5963.01,
10,,
11,,7589.89
12,490.90,
13,4155.40,2000.39
14,6929.04,3320.23
15,,
16,,1203.63
17,1956.76,909.35
18,9735.14,6472.69
19,1857.09,
20,,
21,,
22,2939.02,
23,3090.68,
24,,
25,,9102.70
26,,
27,,
28,,
29,4894.18,5482.03
30,,6072.93
31
1,,
2,3554.70,1030.40
3,269.15,322.05
4,1556.82,
5,,
6,1210.99,
7,3246.11,6058.05
8,,929.14
9,,831.14
10,9813.51,1432.00
11,,756.90
12,,5992.49
13,5483.05,5988.07
14,9778.63,
15,,8582.65
16,9602.38,12060.05
17,,107.27
18,,
19,2164.04,1095.99
20,,1099.74
21,8443.72,
22,,
23,,
24,,971.22
25,,
26,7671.05,12270.22
27,,
28,,1028.06
29,9113.43,11010.19
30,6182.26,
31,5175.08,
30
1,9072.04,7495.95
2,3234.09,
3,,
4,8810.53,
5,107.29,5042.59
6,,
7,,6877.97
8,,1775.85
9,,
10,,22.42
11,,
12,8906.12,
13,3469.62,
14,3405.74,4771.33
15,966.06,
16,,8278.16
17,,
18,6798.76,
19,,4996.81
20,390.39,3979.66
21,,
22,959.87,
23,,
24,,2296.37
25,4264.44,
26,,
27,9164.72,
28,1746.42,
29,1532.05,
30,,4052.10
30
1,1445.48,
2,,455.21
3,,
4,,439.86
5,7381.98,65.74
6,,2937.08
7,,
8,6557.31,1063.66
9,,7293.63
10,9639.21,10945.68
11,5181.58,1516.56
12,,
13,,4136.20
14,9392.99,6310.16
15,,
16,9996.45,3044.33
17,,3227.12
18,3871.83,9548.77
19,7597.48,
20,,1829.20
21,5557.86,3076.06
22,2877.16,4925.06
23,3846.90,
24,,4692.02
25,,
26,,4758.74
27,5186.28,
28,,1840.64
29,6459.33,
30,5430.60,9443.75
29
1,7299.67,
2,5749.35,10321.36
3,,
4,7398.19,1579.44
5,6568.35,
6,7645.69,
7,,
8,,
9,,10129.93
10,,989.58
11,,7275.58
12,,3883.42
13,8860.92,
14,6563.80,
15,6033.34,
16,,20546.05
17,,
18,3699.86,2296.59
19,4363.81,
20,1989.95,
21,7691.99,
22,,
23,9839.33,
24,,15061.61
25,,1977.25
26,,2365.19
27,4805.90,8436.43
28,1550.56,
29,,2587.95
31
1,,
2,,
3,8773.06,4599.04
4,2633.09,
5,,6542.74
6,6339.70,1678.21
7,8060.97,583.02
8,,
9,5712.16,1181.61
10,7507.99,19324.68
11,,4153.11
12,,817.88
13,475.43,
14,6056.08,
15,6282.65,
16,4212.01,
17,,
18,,
19,9371.46,
20,3211.56,
21,,
22,,
23,,
24,2759.45,12594.79
25,,6511.17
26,,
27,,12945.73
28,,
29,,
30,585.33,
31,4535.22,
31
1,2262.84,
2,884.17,
3,6204.89,3196.68
4,,
5,5257.53,6833.48
6,1781.00,1040.05
7,3227.77,
8,,
9,851.20,
10,2846.32,8755.71
11,,2811.05
12,5779.79,
13,,
14,4486.56,9816.16
15,,
16,7800.29,
17,,
18,,
19,968.63,50.95
20,,5688.33
21,7069.57,8194.51
22,2529.03,
23,1215.02,5879.44
24,,
25,,245.10
26,7022.24,
27,,
28,,
29,,2901.27
30,8002.90,1555.34
31,4942.83,
28
1,,
2,,
3,9737.06,
4,4457.35,5620.62
5,4976.02,12976.29
6,4394.41,
7,6595.62,
8,,9530.46
9,6205.06,864.11
10,,
11,,1513.96
12,,
13,3005.59,
14,,5422.99
15,,
16,9315.49,
17,6190.58,
18,,
19,3655.65,15220.54
20,9206.86,
21,8349.42,
22,,15578.71
23,9931.75,18546.42
24,2946.50,1063.67
25,460.81,
26,,2462.17
27,6553.74,
28,374.79,
31
1,,
2,3768.90,
3,3775.62,
4,,
5,9111.51,11506.36
6,,2378.32
7,,2343.59
8,5812.10,
9,,5749.12
10,,309.09
11,4087.53,
12,,31.98
13,,2718.15
14,8544.98,2535.04
15,,
16,,7236.17
17,3388.40,3092.57
18,,
19,6624.56,
20,2636.52,
21,4517.60,7806.03
22,2270.48,
23,5287.33,7652.97
24,,2953.53
25,,
26,8129.88,7589.89
27,,406.48
28,1431.09,1223.21
29,,
30,6259.41,
31,,7881.54
29
1,,
2,9891.59,8748.00
3,4441.51,3676.80
4,,375.34
5,8168.18,2442.57
6,9430.47,
7,,
8,7175.76,
9,,
10,3082.90,1391.94
11,,
12,5515.65,
13,1049.69,16804.75
14,2234.16,
15,,8067.34
16,5016.39,3180.89
17,,7152.45
18,200.02,
19,,
20,2826.14,
21,,3266.98
22,3901.65,
23,,
24,,
25,,3982.85
26,,
27,,2066.13
28,8997.60,
29,,
31
1,7471.57,2272.18
2,9852.07,6527.14
3,,
4,,
5,1968.54,1284.59
6,6576.19,
7,4925.42,3429.85
8,332.25,
9,,13039.34
10,280.71,
11,,
12,,
13,,4686.62
14,3821.64,
15,3219.34,
16,1666.73,866.59
17,1580.30,6464.89
18,,342.84
19,8789.56,
20,1209.32,
21,,5195.58
22,,4659.76
23,1736.81,
24,,2715.62
25,7128.59,6104.27
26,55.64,1496.92
27,9914.21,10157.53
28,,
29,191.65,813.59
30,,635.82
31,,27.28
31
1,,
2,,
3,6025.88,1955.68
4,9189.97,5918.51
5,,
6,7198.02,7156.96
7,7880.89,14680.79
8,3121.46,
